"WELLS FARGO AND PATTON AVE, ASHEVILLE, NC",-82.5918715,35.5872607
"YMCA AND WOODFIN ST, ASHEVILLE, NC",-82.549837,35.599248
"WT WEAVER PARK AND MURDOCK AVE, ASHEVILLE, NC",-82.5539553,35.6140604
"WESTWOOD COMMONS AND SMOKEY PARK  HWY, ASHEVILLE, NC",-82.640248,35.557016
"WARREN HAYNES DR, ASHEVILLE, NC",-82.637021,35.5470153
"US 25, ASHEVILLE, NC",-82.5517531,35.5949903
"WILSON ALLEY, ASHEVILLE, NC",-82.5507072,35.5933851
"WALNUT ST AND BROADWAY ST, ASHEVILLE, NC",-82.5522258,35.596606
"VICTORIA RD, ASHEVILLE, NC",-82.5546558,35.571925
"WHITE AVE AND SHILOH RD, ASHEVILLE, NC",-82.5305039,35.5484817
"W HAYWOOD ST AND RIVERSIDE DR, ASHEVILLE, NC",-82.570678,35.5898454
"WINDING RD AND 1ST, ASHEVILLE, NC",-82.5280755,35.5689277
"WOODFIN AND BROADWAY, ASHEVILLE, NC",-82.5528601,35.5981968
"US 70 AND BLUE RIDGE PKWY, ASHEVILLE, NC",-82.4811651,35.5865343
"WALNUT ST AND N LEXINGTON AVE, ASHEVILLE, NC",-82.5531739,35.5964105
"WALL ST AND BATTERY PK, ASHEVILLE, NC",-82.5549262,35.5952456
"US 70 HWY AND WARREN WILSON RD, ASHEVILLE, NC",-82.4360897,35.5929555
"WALNUT AND LEX. AVE, ASHEVILLE, NC",-82.5531739,35.5964105
"WISPERING PINES MOTEL AND SMOKEY PARK HWY, ASHEVILLE, NC",-82.626886,35.564786
"WALNUT ST AND MARKET ST, ASHEVILLE, NC",-82.552125,35.596571
"US25 AND NC280, ASHEVILLE, NC",-82.5123218,35.4599088
"US25 AND 70 JUPITER RD, ASHEVILLE, NC",-82.5517531,35.5949903
"W CHESTNUT AND BROADWAY, ASHEVILLE, NC",-82.5574466,35.6033817
"WILBAR AVE AND SOUTH SIDE AVE, ASHEVILLE, NC",-82.5531893,35.5854621
"WOOD AVE AND FUTURE DR, ASHEVILLE, NC",-82.5165245,35.5719107
"WILSON CREEK DR, ASHEVILLE, NC",-82.5254652,35.5528034
"WESTGATE PVA, ASHEVILLE, NC",-82.5821597,35.5692122
"W CHAPEL  RD AND CARIBOU RD, ASHEVILLE, NC",-82.5253916,35.5494725
"W CHAPEL CIR, ASHEVILLE, NC",-82.5273002,35.5511113
"WILSON AND VALLEY, ASHEVILLE, NC",-81.7850678,36.0969007
"WOODVALE AVE AND MELROSE AVE, ASHEVILLE, NC",-82.5510382,35.6242452
"VERMONT AVE, ASHEVILLE, NC",-82.596465,35.5749485
"WHITE PINE DR AND E SHORE DR, ASHEVILLE, NC",-82.5291386,35.5809189
"WHISPERING PINES MOTEL, ASHEVILLE, NC",-82.626886,35.564786
"US 25 HWY S AND I26, ASHEVILLE, NC",-82.5517531,35.5949903
"WOOD AVE AND RIVER HILLS RD, ASHEVILLE, NC",-82.5185883,35.5762281
"VICTORIA RD AND LILY CARMICHAEL DR, ASHEVILLE, NC",-82.5511985,35.5777717
"VERMONT AVE AND CHARLOTTE ST, ASHEVILLE, NC",-82.546749,35.606734
"US 70 HWY AND BLUE RIDGE RD, ASHEVILLE, NC",-82.4811651,35.5865343
"WOOD AVE AND SAYLES RD, ASHEVILLE, NC",-82.5150754,35.570454
"WESTRIDGE DR AND SPRINGSIDE RD, ASHEVILLE, NC",-82.5281891,35.4900363
"ZIPS CAR WASH TUNNEL RD, ASHEVILLE, NC",-82.53141,35.5923267
"WILSON ALY, ASHEVILLE, NC",-82.5507072,35.5933851
"VALLEY VIEW RD AND OAKLEY RD, ASHEVILLE, NC",-82.5107402,35.5643287
"WESTRIDGE MARKET PL, ASHEVILLE, NC",-82.6562367,35.5473792
"W SUMMIT AVE AND HENDERSONVILLE RD, ASHEVILLE, NC",-82.5247929,35.4873625
"W CHAPEL @ CHAPEL PARK CIR, ASHEVILLE, NC",-82.5312495,35.5512379
"WESTGATE AND CRAVEN CONNECTOR, ASHEVILLE, NC",-82.5757876,35.5909447
"WALNUT ST AND RANKIN AVE, ASHEVILLE, NC",-82.5538029,35.5962633
"WHITE PINE DR, ASHEVILLE, NC",-82.5289809,35.5810217
"WHITNEY DR AND HI ALTA AVE, ASHEVILLE, NC",-82.6275316,35.5794033
"US 74, ASHEVILLE, NC",-82.6108037,35.5538141
"WESTGATE PARKWAY, ASHEVILLE, NC",-82.5746034,35.5917708
"US HWY 70 AND PARKWAY ENTRANCE, ASHEVILLE, NC",-82.5514869,35.5950581
"UNIQUE CAR WASH, ASHEVILLE, NC",-82.5249436,35.485928
"US 19 23 AND  EXIT 24, ASHEVILLE, NC",-82.838457,35.532655
"TUNNEL RD AND WHITE PINE DR, ASHEVILLE, NC",-82.5278203,35.5852866
"TUNNEL RD AND VA HOSPITAL, ASHEVILLE, NC",-82.4848758,35.5885451
"TARGET, ASHEVILLE, NC",-82.5225,35.5730556
"UNDER SMOKEY PARK BRIDGE, ASHEVILLE, NC",-82.640248,35.557016
"US 25 AND LONG SHOALS RD, ASHEVILLE, NC",-82.549431,35.4805373
"US 25 A AND KENSINGTON PL, ASHEVILLE, NC",-82.517627,35.493369
"TUNNEL RD AND MIKADO PVA, ASHEVILLE, NC",-82.5339212,35.5958268
"TUNNEL RD AND OLIVE GARDEN, ASHEVILLE, NC",-82.5314618,35.5926692
"US 19 23 N  AND  HILL ST, ASHEVILLE, NC",-82.5642395,35.5941983
"TUNNEL RD AND I240/EXIT 7, ASHEVILLE, NC",-82.5268583,35.5867988
"TUNNEL RD AND I240 W ON RAMP, ASHEVILLE, NC",-82.4908589,35.5873703
"TUNNEL RD AND RED LOBSTER, ASHEVILLE, NC",-82.530933,35.591838
"TUNNEL RD AND CORNER STONE, ASHEVILLE, NC",-82.530886,35.5931595
"TUNNEL RD AND SUPER 8 MOTEL, ASHEVILLE, NC",-82.4637522,35.5832262
"TUNNEL RD AND ENMARK PVA, ASHEVILLE, NC",-82.5054583,35.5861037
"TUNNEL RD AND PVA OUTBACK STEAKHOUSE, ASHEVILLE, NC",-82.5325949,35.5971407
"TUNNEL RD AND OLIVE GARDEN PVA, ASHEVILLE, NC",-82.5314618,35.5926692
"THE EVENT CENTER AND SWEETEN CREEK RD, ASHEVILLE, NC",-82.52217,35.5477287
"TRANSYLVANIA COUNTY JAIL, ASHEVILLE, NC",-82.7135536,35.2641186
"TUNNEL RD AND ENMARK, ASHEVILLE, NC",-82.5054583,35.5861037
"TUNNEL RD AND SUBWAY, ASHEVILLE, NC",-82.5321461,35.5953337
"TUNNEL RD AND ECONO LODGE, ASHEVILLE, NC",-82.5286879,35.5875367
"US 19 AND 23 AT LOWES, ASHEVILLE, NC",-82.5230804,35.5775466
"TUNNEL RD AND GORILLA CAR WASH, ASHEVILLE, NC",-82.53141,35.5923267
"US 25 AND PARKWAY, ASHEVILLE, NC",-82.5517531,35.5949903
"US 19 AND 23/I 240, ASHEVILLE, NC",-82.5688754,35.5946356
"TUNNEL RD AND 240 EXIT 7, ASHEVILLE, NC",-82.4908589,35.5873703
"TUNNEL RD AND I 240 EB, ASHEVILLE, NC",-82.5268583,35.5867988
"TUNNEL RD AND I 240 WEST ON RAMP, ASHEVILLE, NC",-82.4908589,35.5873703
"TUNNEL RD AND IHOP, ASHEVILLE, NC",-82.5285258,35.585376
"TUNNEL RD AND CHILIS, ASHEVILLE, NC",-82.5276521,35.5846509
"TUNNEL RD AND MOTEL 6, ASHEVILLE, NC",-82.4637522,35.5832262
"TUNNEL RD AND I 240 WB EXIT 6, ASHEVILLE, NC",-82.4908589,35.5873703
"TUNNEL RD AND CAMPGROUND RD, ASHEVILLE, NC",-82.5012239,35.588643
"TUNNEL RD AND I240 EXIT 6, ASHEVILLE, NC",-82.5268583,35.5867988
"TUNNEL RD AND MOBILE STATION, ASHEVILLE, NC",-82.5031967,35.5869646
"TUNNEL RD AND DAYS INN, ASHEVILLE, NC",-82.529227,35.5863297
"THE YACHAT CLUB AND PATTON AVE, ASHEVILLE, NC",-82.5554715,35.5944176
"TUNNEL RD AND QUALITY INN, ASHEVILLE, NC",-82.528888,35.5886166
"TUNNEL RD AND MIDAS, ASHEVILLE, NC",-82.5338202,35.5968412
"THUNDERBIRD MOTEL, ASHEVILLE, NC",-82.5048528,35.5861806
"TWIN CREEKS RD, ASHEVILLE, NC",-82.4449027,35.5371642
"TUNNEL RD AND HOMEWOOD SUITES PVA, ASHEVILLE, NC",-82.531377,35.5944258
"TUNNEL RD, ASHEVILLE, NC",-82.4991872,35.5895631
"THOMPSON ST, ASHEVILLE, NC",-82.5346234,35.5717204
"THUNDERBIRD MOTEL AND TUNNEL RD, ASHEVILLE, NC",-82.5048528,35.5861806
"UNKNOWN STREET, ASHEVILLE, NC",-82.5693218,35.6075846
"TGI FRIDAYS, ASHEVILLE, NC",-82.5428974,35.56325
"US 25 AT LODGE ST, ASHEVILLE, NC",-82.5445372,35.5670521
"TUNNEL RD AND I 240, ASHEVILLE, NC",-82.5268583,35.5867988
"TUNNEL RD AND PAPAS & BEER, ASHEVILLE, NC",-82.535192,35.596723
"TUNNEL RD AND WAFFLE HOUSE, ASHEVILLE, NC",-82.5297354,35.5877641
"TUNNEL RD AND INGLES, ASHEVILLE, NC",-82.5350472,35.5955877
"TUNNEL RD AND RUSSELL RD, ASHEVILLE, NC",-82.5268583,35.5867988
"TOWN SQUARE BLVD, ASHEVILLE, NC",-82.555109,35.4852113
"TUNNEL RD AND MOUNTAIN INN, ASHEVILLE, NC",-82.5305686,35.5898794
"US 25 AND I 40, ASHEVILLE, NC",-82.550916,35.593406
"TRIANGLE PARK, ASHEVILLE, NC",-82.5503691,35.5929367
"TUNNEL RD AND COOK OUT, ASHEVILLE, NC",-82.527883,35.5849788
"THE ORANGE PEEL, ASHEVILLE, NC",-82.5510137,35.5914061
"US 19 AND I 26, ASHEVILLE, NC",-82.5781638,35.589491
"TUNNEL RD AND TACO BELL PVA, ASHEVILLE, NC",-82.5329673,35.5951992
"TUNNEL RD AND EXIT 7, ASHEVILLE, NC",-82.5301926,35.5866924
"TAFT AVE, ASHEVILLE, NC",-82.5288137,35.5461681
"UNKNOWN, ASHEVILLE, NC",-82.5693218,35.6075846
"TUNNEL RD AND ASHEVILLE MALL, ASHEVILLE, NC",-82.5266214,35.5818968
"TUNNEL RD AND PVA DAIRY QUEEN, ASHEVILLE, NC",-82.6368508,35.5607846
"TUNNEL RD AND I240 EXIT 7, ASHEVILLE, NC",-82.5268583,35.5867988
"TUNNEL RD AND I 240 EXIT 6, ASHEVILLE, NC",-82.4908589,35.5873703
"US 25 AND VALLEY SPRINGS, ASHEVILLE, NC",-82.5278279,35.5158444
"TUNNEL RD AND AZALEA RD E, ASHEVILLE, NC",-82.4723807,35.584843
"TGI FRIDAYS IN BILTMORE, ASHEVILLE, NC",-82.5428974,35.56325
"TUNNEL RD AND SERVICE RD, ASHEVILLE, NC",-82.5268583,35.5867988
"TUNNEL RD AND RICEVILLE RD, ASHEVILLE, NC",-82.4882594,35.5874266
"TARGET ON WOOD AVE, ASHEVILLE, NC",-82.5225,35.5730556
"TUNNEL RD AND LOWER GRASSY BRANCH RD, ASHEVILLE, NC",-82.47288,35.5850705
"US 25 AND CRESCENT HILL DR, ASHEVILLE, NC",-82.5100498,35.4522825
"TUNNEL RD AND NEW HAW CREEK RD, ASHEVILLE, NC",-82.513537,35.586903
"US 25 AND 70 JUPITER RD, ASHEVILLE, NC",-82.5517531,35.5949903
"TUNNEL RD AND 1-240, ASHEVILLE, NC",-82.4908589,35.5873703
"THE CIGAR LOUNGE ROSCRAGGON RD, ASHEVILLE, NC",-82.5432389,35.567525
"TUNNEL RD AND  I240, ASHEVILLE, NC",-82.5268583,35.5867988
"TUNNEL RD AND BURGER KING, ASHEVILLE, NC",-82.5322862,35.5941237
"UNDER 240 BRIDGE AT N LEXINGTON AVE, ASHEVILLE, NC",-82.5545518,35.5990948
"TRIANGLE PARK AT S MARKET ST, ASHEVILLE, NC",-82.5503691,35.5929367
"TUNNEL RU AND I-240, ASHEVILLE, NC",-82.5387735,35.5988655
"US 25 AND  I40, ASHEVILLE, NC",-82.5523204,35.5405665
"TUNNEL ROAD AND CHUNNS COVE, ASHEVILLE, NC",-82.5321423,35.5947233
"TUNNEL RD EXIT 6, ASHEVILLE, NC",-82.4991872,35.5895631
"TUNNEL RD AND S TUNNEL RD, ASHEVILLE, NC",-82.5262564,35.5847077
"TRIAD ST, ASHEVILLE, NC",-82.5140524,35.466252
"TUNNEL RD AND I-240 W/EXIT 7, ASHEVILLE, NC",-82.4908589,35.5873703
"TIMOTHY ST AND S FRENCH BROAD AVE, ASHEVILLE, NC",-82.5593035,35.5878109
"TUNNEL RD AND GREY HOUND BUS STATION, ASHEVILLE, NC",-82.535996,35.5981117
"TRANSIT, ASHEVILLE, NC",-82.5556973,35.5928145
"US 25 AND ROCK HILL RD, ASHEVILLE, NC",-82.5194177,35.5354167
"US-74 ALT, ASHEVILLE, NC",-82.5514678,35.5949799
"NEWPORT, ASHEVILLE, NC",-76.8591057,34.7865497
"SMOKEY PARK HWY AND SHELL STATION, ASHEVILLE, NC",-82.6366844,35.5605901
"SECU SMOKEY PARK HWY, ASHEVILLE, NC",-82.6275864,35.5674656
"OAK HILL DR, ASHEVILLE, NC",-82.6033502,35.5931684
"SOUTHERN ST, ASHEVILLE, NC",-82.56256,35.5762585
"RIVER LINK BEN, ASHEVILLE, NC",-82.5659838,35.5846065
"PATTON AVE AND THE RUSH, ASHEVILLE, NC",-82.4041647,35.5975079
"SPARTANBURG COUNTY JAIL, ASHEVILLE, NC",-81.9623107,34.972927
"MCCALLEY DR, ASHEVILLE, NC",-82.5475269,35.582441
"SMOKEY PARK HWY, ASHEVILLE, NC",-82.640248,35.557016
"RIVER HILLS RD AND CARMICHAEL CINEMA, ASHEVILLE, NC",-82.5206977,35.5707249
"OAKLEY FOOD STORE, ASHEVILLE, NC",-82.512061,35.5650219
"PATTON AVE AND BILTMORE AVE, ASHEVILLE, NC",-82.551941,35.594935
"MR PETES, ASHEVILLE, NC",-82.503148,35.425852
"MCCORMICK FIELD, ASHEVILLE, NC",-82.5492206,35.5872357
"SPRUCE HILL APARTMENTS, ASHEVILLE, NC",-82.5168732,35.5959422
"SHONEYS PVA AND SMOKEY PARK HWY, ASHEVILLE, NC",-82.9615188,35.5195076
"S FRENCH BROAD, ASHEVILLE, NC",-82.5595281,35.5848329
"STEWART ST AND SHORT MICHIGAN, ASHEVILLE, NC",-82.5785081,35.5679551
"N BEAR CREEK NEAR CUB RD, ASHEVILLE, NC",-82.61778,35.583618
"RIVERSIDE DR, ASHEVILLE, NC",-82.5776278,35.6231211
"NC 63 AND ABC STORE PVA, ASHEVILLE, NC",-82.530468,35.5905126
"SMOKEY PARK HWY AND MCDONALDS, ASHEVILLE, NC",-82.640384,35.557829
"RIVERSIDE DR AND I240 BRIDGE, ASHEVILLE, NC",-82.5661317,35.584677
"N LEXINGTON AND THE BLEND, ASHEVILLE, NC",-82.553762,35.5984543
"RIDGEFIELD BLVD AND BREVARD RD, ASHEVILLE, NC",-82.6068726,35.5236867
"TACO BELL AND TUNNEL RD, ASHEVILLE, NC",-82.5329673,35.5951992
"N LEXINGTON AVE AND THE LAB, ASHEVILLE, NC",-82.553289,35.5961884
"N LEXINGTON UNDER 240, ASHEVILLE, NC",-82.5541643,35.5990953
"SMOKY PARK HWY EXIT 44, ASHEVILLE, NC",-82.640384,35.557829
"N LEXINGTON AVE AND I240 BRIDGE, ASHEVILLE, NC",-82.5545518,35.5990948
"N LEXINGTON AVE AND EMERALD LOUNGE, ASHEVILLE, NC",-82.5537576,35.598661
"N MARKET ST AND SPRUCE ST, ASHEVILLE, NC",-82.5513275,35.5977916
"MELLOW MUSHROOM AND BROADWAY ST, ASHEVILLE, NC",-82.552047,35.596837
"RICEVILLE RD AND TUNNEL RD, ASHEVILLE, NC",-82.4882594,35.5874266
"ROCK HAVEN MOTEL, ASHEVILLE, NC",-82.608922,35.577645
"PATTON AVE  AND  LOUISANNA AVE, ASHEVILLE, NC",-82.59201,35.5867934
"PORTERS COVE AND  I 40, ASHEVILLE, NC",-82.4622757,35.5756059
"PARKWAY AT 74 A, ASHEVILLE, NC",-82.4907005,35.5524108
"N LEXINGTON AVE AND  I 240, ASHEVILLE, NC",-82.5541643,35.5990953
"N LEXINGTON AND I 240, ASHEVILLE, NC",-82.5541643,35.5990953
"LONDON RD AND SWEETEN CREEK RD, ASHEVILLE, NC",-82.5385089,35.5658096
"SMOKEY PARK HWY AND , ASHEVILLE, NC",-82.6924613,35.5441353
"SUPER 8 MOTEL AND TUNNEL RD, ASHEVILLE, NC",-82.4637522,35.5832262
"RALEIGH RD, ASHEVILLE, NC",-82.5078382,35.5584136
"N MARKET ST, ASHEVILLE, NC",-82.5512663,35.5969935
"SUPER 8 MOTEL US 70, ASHEVILLE, NC",-82.4637522,35.5832262
"SMOKEY PARK HWY AND FAST STOP, ASHEVILLE, NC",-82.6522976,35.5483791
"N LEXINGTON AT I 240, ASHEVILLE, NC",-82.5541643,35.5990953
"NEW HANOVER COUNTY, ASHEVILLE, NC",-77.8824596,34.2154913
"SWANANNOA RIVER RD AND AZALEA, ASHEVILLE, NC",-82.4947326,35.5819677
"SPRUCE ST, ASHEVILLE, NC",-82.5497685,35.5948535
"PRITCHARD PARK, ASHEVILLE, NC",-82.5544579,35.5947264
"PATTON AVE NEAR COXE AVE, ASHEVILLE, NC",-82.5563031,35.5943559
"S FRENCH BROAD AVE, ASHEVILLE, NC",-82.5595281,35.5848329
"NORTH FORK RD, ASHEVILLE, NC",-82.4038681,35.7908637
"N LEXINGTON AVE AT COLLEGE ST, ASHEVILLE, NC",-82.552793,35.5953429
"SWANNANOA RIVER RD AND UHAUL PVA, ASHEVILLE, NC",-82.5182502,35.5792632
"S TUNNEL RD, ASHEVILLE, NC",-82.5235288,35.5810701
"STATE ST AND I 240 BRIDGE, ASHEVILLE, NC",-82.5545518,35.5990948
"PACK SQ, ASHEVILLE, NC",-82.551177,35.5950405
"N LEXINGTON AND WASHINGTON, ASHEVILLE, NC",-82.5535024,35.5972882
"NC 81, ASHEVILLE, NC",-82.5448228,35.5701371
"PATTON AVE NEAR LEXINGTON AVE, ASHEVILLE, NC",-82.561404,35.592814
"RANKIN AVE AND PVA, ASHEVILLE, NC",-82.5536963,35.5954901
"SPEARS AVE AND COLEMAN, ASHEVILLE, NC",-82.5551596,35.6127792
"MARKET CENTER AT ALL SOULS CRESENT, ASHEVILLE, NC",-82.5434722,35.5656929
"MOTEL 6 AND EXIT 55/TUNNEL RD, ASHEVILLE, NC",-82.5328396,35.5955618
"SMOKEY PARK BRIDGE WESTBOUND, ASHEVILLE, NC",-82.640248,35.557016
"N PACK AND COLLEGE ST, ASHEVILLE, NC",-82.551177,35.5950405
"RIVERSIDE DR NEAR HILL ST, ASHEVILLE, NC",-82.5776278,35.6231211
"PATTON AV SCUBA SHOP, ASHEVILLE, NC",-82.5989244,35.5870352
"MARTIN LUTHER KING DR, ASHEVILLE, NC",-82.5444499,35.5928543
"N FRENCH BROAD ACROSS FROM 38 , ASHEVILLE, NC",-82.5589029,35.5945098
"S FRENCH BROAD AVE AND PARTON ST, ASHEVILLE, NC",-82.5648066,35.5697829
"PATTON AVE AND KMART, ASHEVILLE, NC",-82.602222,35.582445
"N END AND PATTON AVE, ASHEVILLE, NC",-82.591743,35.586579
"MILE MARKER 42 EB, ASHEVILLE, NC",-82.5514869,35.5950581
"PINEY MOUNTAIN RD, ASHEVILLE, NC",-82.5271398,35.5935628
"N LEXINGTON AVE AND I240 OVERPASS, ASHEVILLE, NC",-82.5545518,35.5990948
"PATTON AVE AND DENNYS PVA, ASHEVILLE, NC",-82.5522724,35.5947396
"NC 63 AND HOT SPOT, ASHEVILLE, NC",-82.6049069,35.5921199
"SMIKEY PARK HWY AND RODEWAY INN, ASHEVILLE, NC",-82.6369,35.561218
"NC 81 AND GLENDALE AVE, ASHEVILLE, NC",-82.5270202,35.5741134
"ROYAL PINES, ASHEVILLE, NC",-82.5023464,35.480531
"RED BO AND PARKWAY DR, ASHEVILLE, NC",-82.5777394,35.5669203
"MARS HILL, ASHEVILLE, NC",-82.5492999,35.8264981
"N BEAR CREEK RD AND BEAR CREEK APTS, ASHEVILLE, NC",-82.6104805,35.5717687
"SAND HILL RD, ASHEVILLE, NC",-82.6245215,35.5538573
"PATTON AVE, ASHEVILLE, NC",-82.5890536,35.5869133
"TACO BELL ON PATTON AVE, ASHEVILLE, NC",-82.5900841,35.5872596
"LONG SHOALS RD, ASHEVILLE, NC",-82.549431,35.4805373
"SMOKEY PARK HWY AND WAFFLE HOUSE, ASHEVILLE, NC",-82.6323182,35.5608708
"N BEAR CREEK RD, ASHEVILLE, NC",-82.6170598,35.5853503
"PATTON AVE AND SAVMORE, ASHEVILLE, NC",-82.5872785,35.5881052
"NC 63 AT PATTON AVE, ASHEVILLE, NC",-82.5973384,35.5868842
"NORTH HAMPTON COUNTY JAIL, ASHEVILLE, NC",-77.419661,36.3893073
"RED ROOF INN, ASHEVILLE, NC",-82.638038,35.560837
"OTIS ST, ASHEVILLE, NC",-82.5575531,35.5950951
"PATTON AVE AND MR TRANSMISSION, ASHEVILLE, NC",-82.5773915,35.5902277
"MATTHEWS FORD ON BILTMORE AVE, ASHEVILLE, NC",-82.60193,35.550719
"PATTON AVE AND SAVMORE PVA, ASHEVILLE, NC",-82.5872785,35.5881052
"S MARKET AND TRIANGLE PARK, ASHEVILLE, NC",-82.5503691,35.5929367
"MR PETES AND AIRPORT RD, ASHEVILLE, NC",-82.5343127,35.4456494
"MARTIN LUTHER KING JR DR AND  LINDSAY RD, ASHEVILLE, NC",-82.535726,35.5788193
"LONG SHOALS NEAR SKYLAND INN DR, ASHEVILLE, NC",-82.5525787,35.4816246
"PATTON AVE AND MIMOSSA, ASHEVILLE, NC",-82.6111251,35.5771669
"SMOKEY PARK HWY AND ARBYS, ASHEVILLE, NC",-82.6332137,35.5606253
"NC 81 AND FAIRVIEW RD, ASHEVILLE, NC",-82.512424,35.564096
"N LEXINGTON AVE AND HIAWASEE ST, ASHEVILLE, NC",-82.55376,35.5979765
"S LEXINGTON AVE, ASHEVILLE, NC",-82.5518186,35.5913854
"SMOKEY PARK HWY AND INGLES, ASHEVILLE, NC",-82.6293924,35.5654169
"REED ST  AND  SWEETEN CREEK RD, ASHEVILLE, NC",-82.5400968,35.5675081
"PEARL ST, ASHEVILLE, NC",-82.5605983,35.5917474
"SHORT COXE AVE AND HILLARD AVE, ASHEVILLE, NC",-82.5550575,35.5910587
"REED CREEK CITY PARK, ASHEVILLE, NC",-82.5634268,35.6074086
"NC 81 AND WOOD AVE, ASHEVILLE, NC",-82.5200995,35.5776961
"SULLIVAN COUNTY DENTION CENTER, ASHEVILLE, NC",-82.3205784,36.5366565
"MERRIMON AVE AND EDNAS PLACE, ASHEVILLE, NC",-82.553081,35.628422
"RIVERRIDGE DR, ASHEVILLE, NC",-82.5069826,35.5713403
"SMOKEY PARK HWY AND HARDEES, ASHEVILLE, NC",-82.6378655,35.5602872
"NC 81 AND  TRUCKERS PL, ASHEVILLE, NC",-82.5110216,35.5766929
"PATTON AVE AND GOSE FUNERAL HOME PVA, ASHEVILLE, NC",-82.6081757,35.581611
"ON RAMP I 240 WEST BOUND AT AMBOY RD, ASHEVILLE, NC",-82.5545518,35.5990948
"OVERLOOK RD, ASHEVILLE, NC",-82.5327842,35.495438
"RIVERSIDE DR AND ORILEY AUTO PARTS, ASHEVILLE, NC",-82.5759105,35.6018402
"RUMBOUGH PL, ASHEVILLE, NC",-82.6088272,35.5739014
"PEARSON DR, ASHEVILLE, NC",-82.569495,35.6046176
"PISGAH VIEW, ASHEVILLE, NC",-82.5814672,35.5691284
"NC 81 AND S TUNNEL RD, ASHEVILLE, NC",-82.5200995,35.5776961
"MOUNT VIEW HOTEL AND TUNNEL RD, ASHEVILLE, NC",-82.5358359,35.5970773
